timestamp,pv_measured_kw
2026-04-14 02:20:00,0.00
2026-04-14 02:21:00,0.00
2026-04-14 02:22:00,0.00
2026-04-14 02:23:00,0.00
2026-04-14 02:24:00,0.00
2026-04-14 02:25:00,0.00
2026-04-14 02:26:00,0.00
2026-04-14 02:27:00,0.00
2026-04-14 02:28:00,0.00
2026-04-14 02:29:00,0.00
2026-04-14 02:30:00,0.00
2026-04-14 02:31:00,0.00
2026-04-14 02:32:00,0.00
2026-04-14 02:33:00,0.00
2026-04-14 02:34:00,0.00
2026-04-14 02:35:00,0.00
2026-04-14 02:36:00,0.00
2026-04-14 02:37:00,0.00
2026-04-14 02:38:00,0.00
2026-04-14 02:39:00,0.00
2026-04-14 02:40:00,0.00
2026-04-14 02:41:00,0.00
2026-04-14 02:42:00,0.00
2026-04-14 02:43:00,0.00
2026-04-14 02:44:00,0.00
2026-04-14 02:45:00,0.00
2026-04-14 02:46:00,0.00
2026-04-14 02:47:00,0.00
2026-04-14 02:48:00,0.00
2026-04-14 02:49:00,0.00
2026-04-14 02:50:00,0.00
2026-04-14 02:51:00,0.00
2026-04-14 02:52:00,0.00
2026-04-14 02:53:00,0.00
2026-04-14 02:54:00,0.00
2026-04-14 02:55:00,0.00
2026-04-14 02:56:00,0.00
2026-04-14 02:57:00,0.00
2026-04-14 02:58:00,0.00
2026-04-14 02:59:00,0.00
2026-04-14 03:00:00,0.00
2026-04-14 03:01:00,0.00
2026-04-14 03:02:00,0.00
2026-04-14 03:03:00,0.00
2026-04-14 03:04:00,0.00
2026-04-14 03:05:00,0.00
2026-04-14 03:06:00,0.00
2026-04-14 03:07:00,0.00
2026-04-14 03:08:00,0.00
2026-04-14 03:09:00,0.00
2026-04-14 03:10:00,0.00
2026-04-14 03:11:00,0.00
2026-04-14 03:12:00,0.00
2026-04-14 03:13:00,0.00
2026-04-14 03:14:00,0.00
2026-04-14 03:15:00,0.00
2026-04-14 03:16:00,0.00
2026-04-14 03:17:00,0.00
2026-04-14 03:18:00,0.00
2026-04-14 03:19:00,0.00
2026-04-14 03:20:00,0.00
2026-04-14 03:21:00,0.00
2026-04-14 03:22:00,0.00
2026-04-14 03:23:00,0.00
2026-04-14 03:24:00,0.00
2026-04-14 03:25:00,0.00
2026-04-14 03:26:00,0.00
2026-04-14 03:27:00,0.00
2026-04-14 03:28:00,0.00
2026-04-14 03:29:00,0.00
2026-04-14 03:30:00,0.00
2026-04-14 03:31:00,0.00
2026-04-14 03:32:00,0.00
2026-04-14 03:33:00,0.00
2026-04-14 03:34:00,0.00
2026-04-14 03:35:00,0.00
2026-04-14 03:36:00,0.00
2026-04-14 03:37:00,0.00
2026-04-14 03:38:00,0.00
2026-04-14 03:39:00,0.00
2026-04-14 03:40:00,0.00
2026-04-14 03:41:00,0.00
2026-04-14 03:42:00,0.00
2026-04-14 03:43:00,0.00
2026-04-14 03:44:00,0.00
2026-04-14 03:45:00,0.00
2026-04-14 03:46:00,0.00
2026-04-14 03:47:00,0.00
2026-04-14 03:48:00,0.00
2026-04-14 03:49:00,0.00
2026-04-14 03:50:00,0.00
2026-04-14 03:51:00,0.00
2026-04-14 03:52:00,0.00
2026-04-14 03:53:00,0.00
2026-04-14 03:54:00,0.00
2026-04-14 03:55:00,0.00
2026-04-14 03:56:00,0.00
2026-04-14 03:57:00,0.00
2026-04-14 03:58:00,0.00
2026-04-14 03:59:00,0.00
2026-04-14 04:00:00,0.00
2026-04-14 04:01:00,0.00
2026-04-14 04:02:00,0.00
2026-04-14 04:03:00,0.00
2026-04-14 04:04:00,0.00
2026-04-14 04:05:00,0.00
2026-04-14 04:06:00,0.00
2026-04-14 04:07:00,0.00
2026-04-14 04:08:00,0.00
2026-04-14 04:09:00,0.00
2026-04-14 04:10:00,0.00
2026-04-14 04:11:00,0.00
2026-04-14 04:12:00,0.00
2026-04-14 04:13:00,0.00
2026-04-14 04:14:00,0.00
2026-04-14 04:15:00,0.00
2026-04-14 04:16:00,0.00
2026-04-14 04:17:00,0.00
2026-04-14 04:18:00,0.00
2026-04-14 04:19:00,0.00
2026-04-14 04:20:00,0.00
2026-04-14 04:21:00,0.00
2026-04-14 04:22:00,0.00
2026-04-14 04:23:00,0.00
2026-04-14 04:24:00,0.00
2026-04-14 04:25:00,0.00
2026-04-14 04:26:00,0.00
2026-04-14 04:27:00,0.00
2026-04-14 04:28:00,0.00
2026-04-14 04:29:00,0.00
2026-04-14 04:30:00,0.00
2026-04-14 04:31:00,0.00
2026-04-14 04:32:00,0.00
2026-04-14 04:33:00,0.00
2026-04-14 04:34:00,0.00
2026-04-14 04:35:00,0.00
2026-04-14 04:36:00,0.00
2026-04-14 04:37:00,0.00
2026-04-14 04:38:00,0.00
2026-04-14 04:39:00,0.00
2026-04-14 04:40:00,0.00
2026-04-14 04:41:00,0.00
2026-04-14 04:42:00,0.00
2026-04-14 04:43:00,0.00
2026-04-14 04:44:00,0.00
2026-04-14 04:45:00,0.00
2026-04-14 04:46:00,0.00
2026-04-14 04:47:00,0.00
2026-04-14 04:48:00,0.00
2026-04-14 04:49:00,0.00
2026-04-14 04:50:00,0.00
2026-04-14 04:51:00,0.00
2026-04-14 04:52:00,0.00
2026-04-14 04:53:00,0.00
2026-04-14 04:54:00,0.00
2026-04-14 04:55:00,0.00
2026-04-14 04:56:00,0.00
2026-04-14 04:57:00,0.00
2026-04-14 04:58:00,0.00
2026-04-14 04:59:00,0.00
2026-04-14 05:00:00,0.00
2026-04-14 05:01:00,0.00
2026-04-14 05:02:00,0.00
2026-04-14 05:03:00,0.00
2026-04-14 05:04:00,0.00
2026-04-14 05:05:00,0.00
2026-04-14 05:06:00,0.00
2026-04-14 05:07:00,0.00
2026-04-14 05:08:00,0.00
2026-04-14 05:09:00,0.00
2026-04-14 05:10:00,0.00
2026-04-14 05:11:00,0.00
2026-04-14 05:12:00,0.00
2026-04-14 05:13:00,0.00
2026-04-14 05:14:00,0.00
2026-04-14 05:15:00,0.00
2026-04-14 05:16:00,0.00
2026-04-14 05:17:00,0.00
2026-04-14 05:18:00,0.00
2026-04-14 05:19:00,0.00
2026-04-14 05:20:00,0.00
2026-04-14 05:21:00,0.00
2026-04-14 05:22:00,0.00
2026-04-14 05:23:00,0.00
2026-04-14 05:24:00,0.00
2026-04-14 05:25:00,0.00
2026-04-14 05:26:00,0.00
2026-04-14 05:27:00,0.00
2026-04-14 05:28:00,0.00
2026-04-14 05:29:00,0.00
2026-04-14 05:30:00,0.00
2026-04-14 05:31:00,0.00
2026-04-14 05:32:00,0.00
2026-04-14 05:33:00,0.00
2026-04-14 05:34:00,0.00
2026-04-14 05:35:00,0.00
2026-04-14 05:36:00,0.00
2026-04-14 05:37:00,0.00
2026-04-14 05:38:00,0.00
2026-04-14 05:39:00,0.00
2026-04-14 05:40:00,0.00
2026-04-14 05:41:00,0.00
2026-04-14 05:42:00,0.00
2026-04-14 05:43:00,0.00
2026-04-14 05:44:00,0.00
2026-04-14 05:45:00,0.00
2026-04-14 05:46:00,0.00
2026-04-14 05:47:00,0.00
2026-04-14 05:48:00,0.00
2026-04-14 05:49:00,0.00
2026-04-14 05:50:00,0.00
2026-04-14 05:51:00,0.00
2026-04-14 05:52:00,0.00
2026-04-14 05:53:00,0.00
2026-04-14 05:54:00,0.00
2026-04-14 05:55:00,0.00
2026-04-14 05:56:00,0.00
2026-04-14 05:57:00,0.00
2026-04-14 05:58:00,0.00
2026-04-14 05:59:00,0.00
2026-04-14 06:00:00,0.00
2026-04-14 06:01:00,0.00
2026-04-14 06:02:00,0.00
2026-04-14 06:03:00,0.00
2026-04-14 06:04:00,0.00
2026-04-14 06:05:00,0.00
2026-04-14 06:06:00,0.00
2026-04-14 06:07:00,0.00
2026-04-14 06:08:00,0.00
2026-04-14 06:09:00,0.00
2026-04-14 06:10:00,0.00
2026-04-14 06:11:00,0.00
2026-04-14 06:12:00,0.00
2026-04-14 06:13:00,0.00
2026-04-14 06:14:00,0.00
2026-04-14 06:15:00,0.00
2026-04-14 06:16:00,0.00
2026-04-14 06:17:00,0.00
2026-04-14 06:18:00,0.00
2026-04-14 06:19:00,0.00
2026-04-14 06:20:00,0.00
2026-04-14 06:21:00,0.00
2026-04-14 06:22:00,0.00
2026-04-14 06:23:00,0.00
2026-04-14 06:24:00,0.00
2026-04-14 06:25:00,0.00
2026-04-14 06:26:00,0.00
2026-04-14 06:27:00,0.00
2026-04-14 06:28:00,0.00
2026-04-14 06:29:00,0.00
2026-04-14 06:30:00,0.00
2026-04-14 06:31:00,0.00
2026-04-14 06:32:00,0.00
2026-04-14 06:33:00,0.00
2026-04-14 06:34:00,0.00
2026-04-14 06:35:00,0.00
2026-04-14 06:36:00,0.00
2026-04-14 06:37:00,0.00
2026-04-14 06:38:00,0.00
2026-04-14 06:39:00,0.00
2026-04-14 06:40:00,0.00
2026-04-14 06:41:00,0.00
2026-04-14 06:42:00,0.00
2026-04-14 06:43:00,0.00
2026-04-14 06:44:00,0.00
2026-04-14 06:45:00,0.00
2026-04-14 06:46:00,0.00
2026-04-14 06:47:00,0.00
2026-04-14 06:48:00,0.00
2026-04-14 06:49:00,0.00
2026-04-14 06:50:00,0.00
2026-04-14 06:51:00,0.00
2026-04-14 06:52:00,0.00
2026-04-14 06:53:00,0.00
2026-04-14 06:54:00,0.00
2026-04-14 06:55:00,0.00
2026-04-14 06:56:00,0.00
2026-04-14 06:57:00,0.00
2026-04-14 06:58:00,0.00
2026-04-14 06:59:00,0.00
2026-04-14 07:00:00,0.00
2026-04-14 07:01:00,0.00
2026-04-14 07:02:00,0.00
2026-04-14 07:03:00,0.00
2026-04-14 07:04:00,0.00
2026-04-14 07:05:00,0.00
2026-04-14 07:06:00,0.00
2026-04-14 07:07:00,0.00
2026-04-14 07:08:00,0.00
2026-04-14 07:09:00,0.00
2026-04-14 07:10:00,0.00
2026-04-14 07:11:00,0.00
2026-04-14 07:12:00,0.00
2026-04-14 07:13:00,0.00
2026-04-14 07:14:00,0.00
2026-04-14 07:15:00,0.00
2026-04-14 07:16:00,0.00
2026-04-14 07:17:00,0.00
2026-04-14 07:18:00,0.00
2026-04-14 07:19:00,0.28
2026-04-14 07:20:00,0.31
2026-04-14 07:21:00,0.33
2026-04-14 07:22:00,0.39
2026-04-14 07:23:00,0.43
2026-04-14 07:24:00,0.32
2026-04-14 07:25:00,0.00
2026-04-14 07:26:00,0.00
2026-04-14 07:27:00,0.00
2026-04-14 07:28:00,0.00
2026-04-14 07:29:00,0.00
2026-04-14 07:30:00,0.00
2026-04-14 07:31:00,0.67
2026-04-14 07:32:00,1.36
2026-04-14 07:33:00,2.32
2026-04-14 07:34:00,2.67
2026-04-14 07:35:00,2.92
2026-04-14 07:36:00,3.34
2026-04-14 07:37:00,3.67
2026-04-14 07:38:00,3.96
2026-04-14 07:39:00,4.43
2026-04-14 07:40:00,4.85
2026-04-14 07:41:00,5.48
2026-04-14 07:42:00,5.95
2026-04-14 07:43:00,4.64
2026-04-14 07:44:00,3.43
2026-04-14 07:45:00,1.90
2026-04-14 07:46:00,2.03
2026-04-14 07:47:00,2.15
2026-04-14 07:48:00,2.25
2026-04-14 07:49:00,2.37
2026-04-14 07:50:00,2.52
2026-04-14 07:51:00,2.68
2026-04-14 07:52:00,2.79
2026-04-14 07:53:00,2.93
2026-04-14 07:54:00,3.03
2026-04-14 07:55:00,3.16
2026-04-14 07:56:00,3.28
2026-04-14 07:57:00,3.48
2026-04-14 07:58:00,3.62
2026-04-14 07:59:00,3.80
2026-04-14 08:00:00,4.01
2026-04-14 08:01:00,4.15
2026-04-14 08:02:00,4.31
2026-04-14 08:03:00,4.49
2026-04-14 08:04:00,4.63
2026-04-14 08:05:00,4.81
2026-04-14 08:06:00,5.07
2026-04-14 08:07:00,5.23
2026-04-14 08:08:00,5.47
2026-04-14 08:09:00,5.62
2026-04-14 08:10:00,5.69
2026-04-14 08:11:00,5.75
2026-04-14 08:12:00,6.05
2026-04-14 08:13:00,6.26
2026-04-14 08:14:00,6.43
2026-04-14 08:15:00,6.58
2026-04-14 08:16:00,6.85
2026-04-14 08:17:00,7.09
2026-04-14 08:18:00,7.14
2026-04-14 08:19:00,7.39
2026-04-14 08:20:00,7.53
2026-04-14 08:21:00,7.77
2026-04-14 08:22:00,8.18
2026-04-14 08:23:00,8.30
2026-04-14 08:24:00,8.54
2026-04-14 08:25:00,8.68
2026-04-14 08:26:00,8.89
2026-04-14 08:27:00,9.12
2026-04-14 08:28:00,9.47
2026-04-14 08:29:00,9.91
2026-04-14 08:30:00,10.18
2026-04-14 08:31:00,10.44
2026-04-14 08:32:00,10.73
2026-04-14 08:33:00,20.72
2026-04-14 08:34:00,31.40
2026-04-14 08:35:00,44.76
2026-04-14 08:36:00,45.29
2026-04-14 08:37:00,43.37
2026-04-14 08:38:00,44.36
2026-04-14 08:39:00,47.95
2026-04-14 08:40:00,49.07
2026-04-14 08:41:00,35.83
2026-04-14 08:42:00,23.49
2026-04-14 08:43:00,9.95
2026-04-14 08:44:00,10.02
2026-04-14 08:45:00,10.05
2026-04-14 08:46:00,10.23
2026-04-14 08:47:00,10.54
2026-04-14 08:48:00,25.40
2026-04-14 08:49:00,41.14
2026-04-14 08:50:00,59.43
2026-04-14 08:51:00,61.53
2026-04-14 08:52:00,59.39
2026-04-14 08:53:00,59.05
2026-04-14 08:54:00,61.59
2026-04-14 08:55:00,62.45
2026-04-14 08:56:00,45.64
2026-04-14 08:57:00,32.68
2026-04-14 08:58:00,19.23
2026-04-14 08:59:00,19.53
2026-04-14 09:00:00,19.51
2026-04-14 09:01:00,19.90
2026-04-14 09:02:00,20.00
2026-04-14 09:03:00,19.83
2026-04-14 09:04:00,20.15
2026-04-14 09:05:00,20.11
2026-04-14 09:06:00,20.25
2026-04-14 09:07:00,35.49
2026-04-14 09:08:00,51.07
2026-04-14 09:09:00,69.96
2026-04-14 09:10:00,72.78
2026-04-14 09:11:00,54.91
2026-04-14 09:12:00,40.20
2026-04-14 09:13:00,25.13
2026-04-14 09:14:00,25.67
2026-04-14 09:15:00,25.79
2026-04-14 09:16:00,26.52
2026-04-14 09:17:00,26.94
2026-04-14 09:18:00,27.53
2026-04-14 09:19:00,27.78
2026-04-14 09:20:00,28.37
2026-04-14 09:21:00,28.48
2026-04-14 09:22:00,28.77
2026-04-14 09:23:00,29.27
2026-04-14 09:24:00,29.85
2026-04-14 09:25:00,31.18
2026-04-14 09:26:00,50.32
2026-04-14 09:27:00,70.04
2026-04-14 09:28:00,92.33
2026-04-14 09:29:00,93.70
2026-04-14 09:30:00,70.07
2026-04-14 09:31:00,50.41
2026-04-14 09:32:00,29.81
2026-04-14 09:33:00,30.18
2026-04-14 09:34:00,31.27
2026-04-14 09:35:00,31.51
2026-04-14 09:36:00,31.57
2026-04-14 09:37:00,31.59
2026-04-14 09:38:00,31.58
2026-04-14 09:39:00,32.43
2026-04-14 09:40:00,32.69
2026-04-14 09:41:00,32.95
2026-04-14 09:42:00,33.06
2026-04-14 09:43:00,33.58
2026-04-14 09:44:00,34.41
2026-04-14 09:45:00,34.36
2026-04-14 09:46:00,34.44
2026-04-14 09:47:00,34.84
2026-04-14 09:48:00,35.23
2026-04-14 09:49:00,35.49
2026-04-14 09:50:00,35.29
2026-04-14 09:51:00,35.08
2026-04-14 09:52:00,58.27
2026-04-14 09:53:00,80.40
2026-04-14 09:54:00,106.11
2026-04-14 09:55:00,108.19
2026-04-14 09:56:00,74.97
2026-04-14 09:57:00,46.15
2026-04-14 09:58:00,15.24
2026-04-14 09:59:00,15.16
2026-04-14 10:00:00,15.17
2026-04-14 10:01:00,15.35
2026-04-14 10:02:00,15.38
2026-04-14 10:03:00,15.27
2026-04-14 10:04:00,15.11
2026-04-14 10:05:00,15.10
2026-04-14 10:06:00,15.29
2026-04-14 10:07:00,15.53
2026-04-14 10:08:00,15.70
2026-04-14 10:09:00,15.81
2026-04-14 10:10:00,15.66
2026-04-14 10:11:00,15.73
2026-04-14 10:12:00,49.20
2026-04-14 10:13:00,83.86
2026-04-14 10:14:00,121.90
2026-04-14 10:15:00,123.08
2026-04-14 10:16:00,94.97
2026-04-14 10:17:00,69.87
2026-04-14 10:18:00,43.16
2026-04-14 10:19:00,43.27
2026-04-14 10:20:00,43.05
2026-04-14 10:21:00,42.87
2026-04-14 10:22:00,43.02
2026-04-14 10:23:00,72.39
2026-04-14 10:24:00,99.41
2026-04-14 10:25:00,130.72
2026-04-14 10:26:00,129.98
2026-04-14 10:27:00,100.27
2026-04-14 10:28:00,73.58
2026-04-14 10:29:00,44.24
2026-04-14 10:30:00,75.09
2026-04-14 10:31:00,105.49
2026-04-14 10:32:00,140.53
2026-04-14 10:33:00,140.02
2026-04-14 10:34:00,102.60
2026-04-14 10:35:00,68.73
2026-04-14 10:36:00,32.38
2026-04-14 10:37:00,69.07
2026-04-14 10:38:00,104.61
2026-04-14 10:39:00,147.23
2026-04-14 10:40:00,148.12
2026-04-14 10:41:00,147.27
2026-04-14 10:42:00,103.74
2026-04-14 10:43:00,64.03
2026-04-14 10:44:00,21.01
2026-04-14 10:45:00,20.96
2026-04-14 10:46:00,21.40
2026-04-14 10:47:00,22.07
2026-04-14 10:48:00,64.92
2026-04-14 10:49:00,105.34
2026-04-14 10:50:00,148.69
2026-04-14 10:51:00,151.29
2026-04-14 10:52:00,143.35
2026-04-14 10:53:00,144.74
2026-04-14 10:54:00,144.19
2026-04-14 10:55:00,146.18
2026-04-14 10:56:00,143.90
2026-04-14 10:57:00,147.05
2026-04-14 10:58:00,146.11
2026-04-14 10:59:00,147.25
2026-04-14 11:00:00,145.80
2026-04-14 11:01:00,147.91
2026-04-14 11:02:00,154.58
2026-04-14 11:03:00,157.85
2026-04-14 11:04:00,114.25
2026-04-14 11:05:00,73.12
2026-04-14 11:06:00,30.71
2026-04-14 11:07:00,30.87
2026-04-14 11:08:00,31.45
2026-04-14 11:09:00,30.98
2026-04-14 11:10:00,31.05
2026-04-14 11:11:00,31.47
2026-04-14 11:12:00,31.48
2026-04-14 11:13:00,31.99
2026-04-14 11:14:00,31.63
2026-04-14 11:15:00,31.75
2026-04-14 11:16:00,31.56
2026-04-14 11:17:00,76.79
2026-04-14 11:18:00,117.34
2026-04-14 11:19:00,163.04
2026-04-14 11:20:00,163.33
2026-04-14 11:21:00,114.63
2026-04-14 11:22:00,70.56
2026-04-14 11:23:00,24.33
2026-04-14 11:24:00,72.07
2026-04-14 11:25:00,115.63
2026-04-14 11:26:00,168.60
2026-04-14 11:27:00,165.15
2026-04-14 11:28:00,157.41
2026-04-14 11:29:00,160.08
2026-04-14 11:30:00,169.32
2026-04-14 11:31:00,171.17
2026-04-14 11:32:00,127.25
2026-04-14 11:33:00,89.75
2026-04-14 11:34:00,50.30
2026-04-14 11:35:00,91.21
2026-04-14 11:36:00,130.38
2026-04-14 11:37:00,173.46
2026-04-14 11:38:00,173.78
2026-04-14 11:39:00,133.32
2026-04-14 11:40:00,100.65
2026-04-14 11:41:00,67.17
2026-04-14 11:42:00,68.82
2026-04-14 11:43:00,70.10
2026-04-14 11:44:00,69.71
2026-04-14 11:45:00,69.09
2026-04-14 11:46:00,69.41
2026-04-14 11:47:00,69.61
2026-04-14 11:48:00,69.97
2026-04-14 11:49:00,69.51
2026-04-14 11:50:00,69.72
2026-04-14 11:51:00,69.86
2026-04-14 11:52:00,69.85
2026-04-14 11:53:00,69.67
2026-04-14 11:54:00,105.25
2026-04-14 11:55:00,141.58
2026-04-14 11:56:00,182.11
2026-04-14 11:57:00,182.31
2026-04-14 11:58:00,184.98
2026-04-14 11:59:00,139.27
2026-04-14 12:00:00,100.33
2026-04-14 12:01:00,59.00
2026-04-14 12:02:00,59.05
2026-04-14 12:03:00,58.83
2026-04-14 12:04:00,59.32
2026-04-14 12:05:00,57.65
2026-04-14 12:06:00,58.99
2026-04-14 12:07:00,59.11
2026-04-14 12:08:00,57.85
2026-04-14 12:09:00,58.58
2026-04-14 12:10:00,58.88
2026-04-14 12:11:00,58.70
2026-04-14 12:12:00,59.31
2026-04-14 12:13:00,100.72
2026-04-14 12:14:00,143.18
2026-04-14 12:15:00,192.46
2026-04-14 12:16:00,188.54
2026-04-14 12:17:00,183.45
2026-04-14 12:18:00,190.40
2026-04-14 12:19:00,192.40
2026-04-14 12:20:00,142.40
2026-04-14 12:21:00,96.89
2026-04-14 12:22:00,48.85
2026-04-14 12:23:00,97.02
2026-04-14 12:24:00,140.34
2026-04-14 12:25:00,194.58
2026-04-14 12:26:00,195.82
2026-04-14 12:27:00,141.98
2026-04-14 12:28:00,93.17
2026-04-14 12:29:00,42.80
2026-04-14 12:30:00,93.09
2026-04-14 12:31:00,140.84
2026-04-14 12:32:00,193.81
2026-04-14 12:33:00,196.62
2026-04-14 12:34:00,198.98
2026-04-14 12:35:00,200.46
2026-04-14 12:36:00,155.47
2026-04-14 12:37:00,118.16
2026-04-14 12:38:00,75.81
2026-04-14 12:39:00,75.85
2026-04-14 12:40:00,76.55
2026-04-14 12:41:00,116.50
2026-04-14 12:42:00,154.90
2026-04-14 12:43:00,197.56
2026-04-14 12:44:00,198.64
2026-04-14 12:45:00,143.52
2026-04-14 12:46:00,97.64
2026-04-14 12:47:00,48.13
2026-04-14 12:48:00,95.10
2026-04-14 12:49:00,142.27
2026-04-14 12:50:00,193.26
2026-04-14 12:51:00,196.66
2026-04-14 12:52:00,190.18
2026-04-14 12:53:00,193.07
2026-04-14 12:54:00,193.06
2026-04-14 12:55:00,195.24
2026-04-14 12:56:00,189.63
2026-04-14 12:57:00,187.56
2026-04-14 12:58:00,186.95
2026-04-14 12:59:00,188.39
2026-04-14 13:00:00,190.90
2026-04-14 13:01:00,192.88
2026-04-14 13:02:00,190.36
2026-04-14 13:03:00,192.39
2026-04-14 13:04:00,197.64
2026-04-14 13:05:00,200.31
2026-04-14 13:06:00,145.55
2026-04-14 13:07:00,98.25
2026-04-14 13:08:00,44.14
2026-04-14 13:09:00,45.67
2026-04-14 13:10:00,44.74
2026-04-14 13:11:00,43.99
2026-04-14 13:12:00,43.72
2026-04-14 13:13:00,44.67
2026-04-14 13:14:00,44.90
2026-04-14 13:15:00,45.29
2026-04-14 13:16:00,45.52
2026-04-14 13:17:00,44.64
2026-04-14 13:18:00,44.72
2026-04-14 13:19:00,44.62
2026-04-14 13:20:00,44.73
2026-04-14 13:21:00,45.19
2026-04-14 13:22:00,45.43
2026-04-14 13:23:00,45.27
2026-04-14 13:24:00,45.23
2026-04-14 13:25:00,44.87
2026-04-14 13:26:00,44.71
2026-04-14 13:27:00,44.84
2026-04-14 13:28:00,44.70
2026-04-14 13:29:00,44.76
2026-04-14 13:30:00,44.95
2026-04-14 13:31:00,45.19
2026-04-14 13:32:00,44.97
2026-04-14 13:33:00,45.07
2026-04-14 13:34:00,45.41
2026-04-14 13:35:00,45.95
2026-04-14 13:36:00,46.26
2026-04-14 13:37:00,46.79
2026-04-14 13:38:00,47.83
2026-04-14 13:39:00,107.32
2026-04-14 13:40:00,158.95
